transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000115426,2023-01-01 00:13:45,CUST0011441,Krakow,PROD003469,Moda_Damska,81.19,3,243.57
TXN0000109309,2023-01-01 00:31:12,CUST0002961,Ruda Slaska,PROD004104,Dom_i_Ogrod,104.46,2,208.92
TXN0000197754,2023-01-01 00:57:29,CUST0015526,Krakow,PROD003899,Smartfony,439.94,1,439.94
TXN0000109917,2023-01-01 01:46:49,CUST0004679,Lodz,PROD004851,Moda_Damska,72.75,2,145.5
TXN0000175268,2023-01-01 02:12:42,CUST0018584,Opole,PROD002533,Moda_Meska,102.09,1,102.09
TXN0000191892,2023-01-01 02:16:10,CUST0003844,Bydgoszcz,PROD000218,AGD,241.32,2,482.64
TXN0000181029,2023-01-01 02:27:19,CUST0010132,Gdansk,PROD002366,AGD,270.49,2,540.98
TXN0000125032,2023-01-01 02:54:40,CUST0008667,Katowice,PROD001007,Smartfony,434.65,3,1303.95
TXN0000112381,2023-01-01 03:31:07,CUST0000546,Poznan,PROD000887,Smartfony,426.83,1,426.83
TXN0000156431,2023-01-01 04:11:25,CUST0017999,Sosnowiec,PROD000633,Komputery,342.44,1,342.44
TXN0000102412,2023-01-01 04:47:10,CUST0003082,Krakow,PROD002745,Gry,118.06,3,354.18
TXN0000122656,2023-01-01 05:15:51,CUST0012718,Wroclaw,PROD001754,Zdrowie,86.41,3,259.23
TXN0000145476,2023-01-01 05:24:51,CUST0012963,Dabrowa Gornicza,PROD000288,Komputery,362.36,5,1811.8
TXN0000103491,2023-01-01 05:27:03,CUST0007069,Nowy Sacz,PROD000905,Obuwie,67.03,3,201.09
TXN0000145176,2023-01-01 06:34:00,CUST0012981,Gdansk,PROD001553,Moda_Meska,85.68,1,85.68
TXN0000124063,2023-01-01 06:59:20,CUST0004701,Katowice,PROD000214,Artykuly_Spozywcze,40.74,1,40.74
TXN0000174053,2023-01-01 07:51:36,CUST0011432,Jaworzno,PROD000873,Komputery,308.69,2,617.38
TXN0000152195,2023-01-01 07:59:43,CUST0018613,Gliwice,PROD002633,Gry,74.1,2,148.2
TXN0000192828,2023-01-01 08:22:34,CUST0012314,Dabrowa Gornicza,PROD000468,Moda_Damska,114.41,2,228.82
