transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000626683,2023-01-01 01:46:34,CUST0011362,Warszawa,PROD001429,Obuwie,159.38,5,796.9
TXN0000677974,2023-01-01 01:56:53,CUST0012078,Krakow,PROD001498,Filmy,59.87,4,239.48
TXN0000651343,2023-01-01 02:00:46,CUST0003683,Wroclaw,PROD002155,Artykuly_Spozywcze,24.38,1,24.38
TXN0000642632,2023-01-01 02:28:57,CUST0006585,Katowice,PROD001079,Sport,124.85,1,124.85
TXN0000682929,2023-01-01 02:52:18,CUST0007523,Bytom,PROD004280,Muzyka,18.03,3,54.09
TXN0000617978,2023-01-01 03:28:40,CUST0006183,Szczecin,PROD004832,Sport,150.08,4,600.32
TXN0000606067,2023-01-01 03:29:28,CUST0009543,Poznan,PROD002537,Artykuly_Spozywcze,21.37,2,42.74
TXN0000625960,2023-01-01 03:41:43,CUST0016093,Rzeszow,PROD003629,Komputery,363.18,3,1089.54
TXN0000667631,2023-01-01 04:05:44,CUST0018705,Warszawa,PROD003231,AGD,288.78,2,577.56
TXN0000676515,2023-01-01 04:31:27,CUST0007958,Lodz,PROD001017,Zabawki,72.45,1,72.45
TXN0000627140,2023-01-01 04:52:03,CUST0003345,Szczecin,PROD004558,Zwierzeta,101.58,1,101.58
TXN0000637950,2023-01-01 04:57:21,CUST0013592,Szczecin,PROD001945,Artykuly_Spozywcze,21.57,1,21.57
TXN0000699205,2023-01-01 05:50:59,CUST0004121,Lublin,PROD003568,Elektronika,309.29,5,1546.45
TXN0000678111,2023-01-01 06:02:48,CUST0008442,Wroclaw,PROD001812,Zdrowie,39.53,3,118.59
TXN0000635210,2023-01-01 06:03:43,CUST0013035,Sosnowiec,PROD002480,Moda_Damska,56.67,4,226.68
TXN0000629484,2023-01-01 06:15:36,CUST0018207,Bydgoszcz,PROD004261,Muzyka,24.88,1,24.88
TXN0000659238,2023-01-01 06:16:30,CUST0013674,Warszawa,PROD002339,Zwierzeta,58.09,1,58.09
TXN0000646028,2023-01-01 06:19:06,CUST0004727,Torun,PROD004160,Smartfony,415.3,4,1661.2
TXN0000643427,2023-01-01 06:28:18,CUST0017342,Poznan,PROD004658,Uroda,64.95,4,259.8
TXN0000696305,2023-01-01 06:40:16,CUST0006272,Bydgoszcz,PROD003319,Uroda,33.75,2,67.5
TXN0000688305,2023-01-01 06:54:51,CUST0002357,Zabrze,PROD000399,Moda_Damska,131.96,1,131.96
TXN0000682848,2023-01-01 07:03:18,CUST0012474,Warszawa,PROD001212,AGD,269.8,8,2158.4
TXN0000683699,2023-01-01 07:03:47,CUST0018546,Katowice,PROD004557,Dom_i_Ogrod,141.4,1,141.4
TXN0000680723,2023-01-01 07:09:21,CUST0003414,Koszalin,PROD000835,AGD,307.14,2,614.28
TXN0000694123,2023-01-01 07:25:02,CUST0019694,Gdansk,PROD004401,Zabawki,66.83,2,133.66
TXN0000691056,2023-01-01 07:27:46,CUST0005009,Krakow,PROD004259,Elektronika,287.04,1,287.04
TXN0000600633,2023-01-01 07:29:55,CUST0008410,Warszawa,PROD001279,Zabawki,113.92,1,113.92
TXN0000692291,2023-01-01 07:32:48,CUST0012482,Wroclaw,PROD003323,Zabawki,36.51,1,36.51
TXN0000648254,2023-01-01 07:37:52,CUST0017820,Krakow,PROD000054,Smartfony,434.53,2,869.06
TXN0000623020,2023-01-01 07:47:30,CUST0002166,Poznan,PROD000929,Obuwie,116.62,4,466.48
TXN0000656648,2023-01-01 07:50:16,CUST0011258,Warszawa,PROD001910,Muzyka,58.84,1,58.84
TXN0000643271,2023-01-01 07:51:26,CUST0011621,Warszawa,PROD003052,Moda_Damska,49.38,2,98.76
TXN0000612322,2023-01-01 08:11:44,CUST0000041,Tarnow,PROD002708,Sport,179.9,4,719.6
TXN0000648152,2023-01-01 08:20:07,CUST0000255,Lodz,PROD003022,Gry,98.91,1,98.91
TXN0000696678,2023-01-01 08:24:15,CUST0005817,Gdansk,PROD001964,Ksiazki,11.52,3,34.56
TXN0000632450,2023-01-01 08:29:54,CUST0003818,Wroclaw,PROD001128,Zdrowie,49.63,5,248.15
TXN0000621364,2023-01-01 08:38:54,CUST0004072,Krakow,PROD001950,Elektronika,234.93,2,469.86
TXN0000674650,2023-01-01 08:43:43,CUST0002695,Gorzow Wielkopolski,PROD002725,Smartfony,406.8,1,406.8
TXN0000606165,2023-01-01 09:01:40,CUST0012880,Rybnik,PROD004523,AGD,222.01,9,1998.09
TXN0000694543,2023-01-01 09:10:04,CUST0018776,Warszawa,PROD001432,Uroda,91.79,3,275.37
