transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000287609,2023-01-01 01:12:35,CUST0002891,Warszawa,PROD001675,Zdrowie,44.27,2,88.54
TXN0000224145,2023-01-01 03:50:12,CUST0006053,Gdansk,PROD004359,Uroda,32.75,3,98.25
TXN0000228400,2023-01-01 04:31:14,CUST0012430,Warszawa,PROD003899,Zabawki,23.04,1,23.04
TXN0000251926,2023-01-01 05:26:22,CUST0009806,Wloclawek,PROD001146,Zwierzeta,117.54,3,352.62
TXN0000259190,2023-01-01 05:45:47,CUST0001593,Katowice,PROD000943,Komputery,371.87,3,1115.61
TXN0000242712,2023-01-01 06:25:31,CUST0019510,Katowice,PROD002743,RTV,217.44,3,652.32
TXN0000294668,2023-01-01 06:28:10,CUST0010070,Gdansk,PROD000439,Obuwie,112.26,1,112.26
TXN0000279829,2023-01-01 06:41:47,CUST0008449,Lublin,PROD004441,RTV,350.43,1,350.43
TXN0000231461,2023-01-01 06:43:05,CUST0017090,Katowice,PROD000297,Smartfony,418.45,1,418.45
TXN0000206375,2023-01-01 06:58:23,CUST0019866,Gdansk,PROD004800,Dom_i_Ogrod,150.55,4,602.2
TXN0000220774,2023-01-01 07:52:42,CUST0016447,Legnica,PROD002064,Elektronika,276.73,2,553.46
TXN0000200988,2023-01-01 08:07:48,CUST0013593,Piotrkow Trybunalski,PROD000720,Obuwie,199.88,1,199.88
TXN0000296694,2023-01-01 08:14:59,CUST0000561,Zabrze,PROD003996,Elektronika,232.32,2,464.64
TXN0000262258,2023-01-01 08:17:26,CUST0015354,Gdansk,PROD001297,Uroda,88.8,2,177.6
TXN0000227072,2023-01-01 08:20:52,CUST0004507,Krakow,PROD002150,Gry,179.67,2,359.34
TXN0000266481,2023-01-01 08:32:11,CUST0005791,Poznan,PROD004981,Moda_Damska,131.98,5,659.9
TXN0000233834,2023-01-01 09:10:47,CUST0016206,Warszawa,PROD002609,Filmy,33.86,3,101.58
TXN0000221478,2023-01-01 09:16:09,CUST0014328,Zabrze,PROD000674,AGD,262.46,4,1049.84
TXN0000276075,2023-01-01 10:02:54,CUST0017842,Bialystok,PROD002146,RTV,297.75,1,297.75
TXN0000218362,2023-01-01 10:06:23,CUST0016393,Wroclaw,PROD000651,Uroda,96.46,3,289.38
TXN0000270598,2023-01-01 10:07:12,CUST0001234,Warszawa,PROD001367,Smartfony,433.86,1,433.86
TXN0000232911,2023-01-01 10:09:09,CUST0007656,Lodz,PROD001692,RTV,296.56,1,296.56
TXN0000209951,2023-01-01 10:17:19,CUST0009405,Rzeszow,PROD002936,Zwierzeta,55.52,1,55.52
TXN0000252783,2023-01-01 10:24:09,CUST0007407,Wroclaw,PROD001617,Komputery,342.13,4,1368.52
TXN0000228837,2023-01-01 10:24:35,CUST0013015,Ostrow Wielkopolski,PROD004299,Gry,119.39,2,238.78
TXN0000229452,2023-01-01 10:32:05,CUST0012857,Wroclaw,PROD001769,Sport,101.11,2,202.22
TXN0000203297,2023-01-01 10:35:10,CUST0009526,Siedlce,PROD004738,Elektronika,365.32,8,2922.56
TXN0000231498,2023-01-01 10:38:01,CUST0004376,Gdansk,PROD003038,Komputery,313.86,7,2197.02
TXN0000291550,2023-01-01 10:53:12,CUST0013017,Krakow,PROD000299,Komputery,355.54,8,2844.32
TXN0000289987,2023-01-01 11:12:48,CUST0001880,Dabrowa Gornicza,PROD000060,Moda_Meska,128.81,5,644.05
TXN0000237372,2023-01-01 11:12:53,CUST0018531,Katowice,PROD002764,RTV,353.61,3,1060.83
TXN0000268831,2023-01-01 11:22:48,CUST0001911,Gdansk,PROD004881,Muzyka,31.14,1,31.14
TXN0000257948,2023-01-01 11:33:42,CUST0011333,Walbrzych,PROD003598,Filmy,57.25,2,114.5
TXN0000234559,2023-01-01 11:44:06,CUST0009230,Lodz,PROD003819,AGD,163.05,1,163.05
TXN0000225195,2023-01-01 12:00:02,CUST0008952,Gorzow Wielkopolski,PROD001562,AGD,178.34,3,535.02
TXN0000208869,2023-01-01 12:03:33,CUST0010864,Chorzow,PROD001573,Zdrowie,55.94,1,55.94
TXN0000252361,2023-01-01 12:28:27,CUST0003764,Gdansk,PROD000982,Gry,79.4,1,79.4
TXN0000236346,2023-01-01 12:57:52,CUST0002943,Wloclawek,PROD001079,Muzyka,44.73,6,268.38
TXN0000202547,2023-01-01 12:58:42,CUST0005836,Wroclaw,PROD002166,Ksiazki,19.72,1,19.72
TXN0000226092,2023-01-01 13:20:24,CUST0010561,Gdynia,PROD002037,Ksiazki,35.21,2,70.42
TXN0000225594,2023-01-01 13:28:46,CUST0013674,Krakow,PROD000155,Ksiazki,27.04,2,54.08
TXN0000249504,2023-01-01 13:28:52,CUST0016759,Ruda Slaska,PROD001737,Smartfony,428.23,1,428.23
TXN0000244322,2023-01-01 14:02:00,CUST0014332,Szczecin,PROD001470,Komputery,352.77,1,352.77
TXN0000230252,2023-01-01 14:23:39,CUST0004268,Slupsk,PROD002181,Smartfony,434.59,1,434.59
TXN0000262943,2023-01-01 15:04:49,CUST0014021,Siedlce,PROD003973,RTV,244.01,3,732.03
TXN0000235717,2023-01-01 15:32:10,CUST0012032,Poznan,PROD002645,Uroda,110.53,4,442.12
TXN0000221280,2023-01-01 15:41:24,CUST0013834,Wroclaw,PROD002970,Komputery,404.46,7,2831.22
TXN0000297895,2023-01-01 15:59:07,CUST0018817,Warszawa,PROD004165,Muzyka,25.49,1,25.49
TXN0000224794,2023-01-01 16:07:52,CUST0011661,Wroclaw,PROD001342,Obuwie,192.75,1,192.75
TXN0000234311,2023-01-01 16:15:40,CUST0015977,Wroclaw,PROD003499,Ksiazki,24.99,3,74.97
TXN0000284544,2023-01-01 16:21:03,CUST0011974,Poznan,PROD000219,Sport,211.38,6,1268.28
TXN0000272445,2023-01-01 16:22:42,CUST0001528,Gdansk,PROD003532,Ksiazki,25.49,2,50.98
TXN0000222485,2023-01-01 16:41:49,CUST0018533,Wroclaw,PROD001783,Komputery,329.31,1,329.31
TXN0000299367,2023-01-01 16:58:16,CUST0018778,Krakow,PROD002990,Ksiazki,16.8,4,67.2
TXN0000258849,2023-01-01 16:59:15,CUST0016644,Czestochowa,PROD002854,Artykuly_Spozywcze,60.14,3,180.42
TXN0000278430,2023-01-01 17:01:54,CUST0010645,Dabrowa Gornicza,PROD002516,Ksiazki,31.57,2,63.14
TXN0000243377,2023-01-01 17:12:57,CUST0007937,Zabrze,PROD001244,Ksiazki,40.18,1,40.18
TXN0000246846,2023-01-01 17:20:33,CUST0001307,Warszawa,PROD000761,Artykuly_Spozywcze,43.9,3,131.7
TXN0000228585,2023-01-01 17:29:30,CUST0003443,Zabrze,PROD001308,Smartfony,434.79,1,434.79
TXN0000212663,2023-01-01 17:36:57,CUST0015308,Szczecin,PROD004648,Dom_i_Ogrod,46.39,3,139.17
TXN0000210192,2023-01-01 17:37:13,CUST0019454,Bydgoszcz,PROD003518,Elektronika,208.75,2,417.5
TXN0000231506,2023-01-01 17:42:33,CUST0009605,Warszawa,PROD002291,Elektronika,312.27,1,312.27
TXN0000218542,2023-01-01 17:43:09,CUST0001774,Szczecin,PROD001087,Artykuly_Spozywcze,23.37,2,46.74
TXN0000202361,2023-01-01 17:44:05,CUST0002889,Gdansk,PROD003664,Zabawki,57.97,2,115.94
TXN0000252879,2023-01-01 17:59:02,CUST0011278,Gliwice,PROD001408,Obuwie,61.6,1,61.6
TXN0000295358,2023-01-01 18:06:48,CUST0007177,Chorzow,PROD002424,Zabawki,50.26,2,100.52
TXN0000282466,2023-01-01 18:11:30,CUST0004859,Torun,PROD003226,Smartfony,412.35,1,412.35
TXN0000281194,2023-01-01 18:23:47,CUST0003232,Elblag,PROD001552,Moda_Meska,154.84,1,154.84
TXN0000205106,2023-01-01 18:25:16,CUST0017085,Wroclaw,PROD003667,Obuwie,138.89,5,694.45
TXN0000269822,2023-01-01 18:29:30,CUST0009825,Chorzow,PROD004059,Moda_Damska,32.08,10,320.8
TXN0000251315,2023-01-01 18:35:43,CUST0006338,Poznan,PROD004329,Artykuly_Spozywcze,19.12,2,38.24
TXN0000214943,2023-01-01 18:40:03,CUST0019349,Warszawa,PROD001776,Artykuly_Spozywcze,45.06,1,45.06
TXN0000251442,2023-01-01 18:47:35,CUST0019208,Kielce,PROD003572,Smartfony,407.58,7,2853.06
TXN0000242618,2023-01-01 18:51:19,CUST0004358,Wroclaw,PROD000503,Moda_Meska,126.83,3,380.49
TXN0000259945,2023-01-01 18:53:23,CUST0010639,Sosnowiec,PROD000419,Moda_Meska,104.31,1,104.31
TXN0000280268,2023-01-01 19:03:50,CUST0018964,Bielsko-Biala,PROD002867,RTV,235.35,1,235.35
TXN0000216106,2023-01-01 19:04:24,CUST0004836,Lodz,PROD000697,Smartfony,415.3,2,830.6
TXN0000227930,2023-01-01 19:05:29,CUST0008449,Olsztyn,PROD000881,Komputery,367.1,2,734.2
TXN0000219693,2023-01-01 19:08:41,CUST0006451,Wroclaw,PROD001523,Uroda,78.92,2,157.84
TXN0000239816,2023-01-01 19:12:51,CUST0005101,Poznan,PROD003356,Zwierzeta,28.21,1,28.21
TXN0000289477,2023-01-01 19:21:20,CUST0009060,Bialystok,PROD003387,Obuwie,99.44,3,298.32
TXN0000271677,2023-01-01 19:21:27,CUST0013325,Warszawa,PROD001077,Moda_Damska,123.56,6,741.36
TXN0000294813,2023-01-01 19:24:36,CUST0017321,Warszawa,PROD004760,Dom_i_Ogrod,115.53,1,115.53
TXN0000211517,2023-01-01 19:33:37,CUST0012077,Wroclaw,PROD003482,Komputery,331.68,3,995.04
TXN0000249477,2023-01-01 19:33:58,CUST0008403,Lodz,PROD000651,Smartfony,438.73,2,877.46
TXN0000298852,2023-01-01 19:38:19,CUST0003904,Katowice,PROD000853,Gry,162.85,2,325.7
TXN0000244164,2023-01-01 19:56:26,CUST0006659,Kielce,PROD000060,Moda_Damska,47.37,2,94.74
TXN0000253441,2023-01-01 20:04:14,CUST0004070,Wroclaw,PROD000663,Elektronika,250.41,1,250.41
TXN0000278189,2023-01-01 20:07:10,CUST0000339,Wroclaw,PROD002698,Obuwie,94.03,3,282.09
TXN0000297195,2023-01-01 20:11:23,CUST0001648,Warszawa,PROD003065,Sport,107.92,5,539.6
TXN0000241370,2023-01-01 20:13:35,CUST0004172,Bielsko-Biala,PROD004743,Smartfony,460.14,1,460.14
TXN0000260104,2023-01-01 20:16:03,CUST0002627,Poznan,PROD001947,Sport,182.91,1,182.91
TXN0000210906,2023-01-01 20:22:16,CUST0002202,Bielsko-Biala,PROD000862,Artykuly_Spozywcze,23.55,1,23.55
TXN0000225612,2023-01-01 20:30:03,CUST0008348,Wroclaw,PROD001591,Smartfony,459.34,5,2296.7
