transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000881427,2023-01-01 00:16:11,CUST0004626,Zielona Gora,PROD000566,Obuwie,92.63,1,92.63
TXN0000848959,2023-01-01 00:50:34,CUST0003384,Gorzow Wielkopolski,PROD000887,Ksiazki,55.29,1,55.29
TXN0000898619,2023-01-01 02:08:55,CUST0008174,Wroclaw,PROD004142,Komputery,326.04,3,978.12
TXN0000845775,2023-01-01 04:19:39,CUST0016781,Jaworzno,PROD001622,Uroda,33.58,1,33.58
TXN0000842966,2023-01-01 05:28:58,CUST0017381,Sosnowiec,PROD000493,Zabawki,53.93,1,53.93
TXN0000839500,2023-01-01 05:54:50,CUST0015478,Rzeszow,PROD001659,Komputery,310.14,1,310.14
TXN0000809756,2023-01-01 06:34:27,CUST0005325,Gdynia,PROD002688,Gry,161.7,1,161.7
TXN0000839672,2023-01-01 07:30:57,CUST0017076,Gdynia,PROD002331,Moda_Damska,76.89,3,230.67
TXN0000811404,2023-01-01 07:40:22,CUST0012938,Warszawa,PROD004343,Ksiazki,43.29,9,389.61
TXN0000891396,2023-01-01 07:45:56,CUST0005784,Czestochowa,PROD002374,Smartfony,425.02,1,425.02
TXN0000899523,2023-01-01 07:48:32,CUST0014497,Warszawa,PROD001004,Smartfony,428.65,3,1285.95
TXN0000812732,2023-01-01 07:57:54,CUST0011461,Krakow,PROD000786,Zwierzeta,59.68,1,59.68
TXN0000866371,2023-01-01 08:11:58,CUST0009420,Katowice,PROD000794,Gry,137.7,10,1377.0
TXN0000833748,2023-01-01 08:16:27,CUST0012932,Krakow,PROD001433,Moda_Damska,98.0,3,294.0
TXN0000884527,2023-01-01 08:57:19,CUST0013403,Poznan,PROD001120,Zdrowie,59.29,1,59.29
TXN0000818277,2023-01-01 09:09:33,CUST0016011,Chorzow,PROD002624,Moda_Meska,126.29,1,126.29
TXN0000820766,2023-01-01 09:10:50,CUST0004599,Gdynia,PROD002119,Motoryzacja,148.32,2,296.64
TXN0000880907,2023-01-01 09:10:57,CUST0016173,Lublin,PROD000667,Gry,124.1,2,248.2
TXN0000878506,2023-01-01 09:15:45,CUST0014106,Gdynia,PROD001620,Zdrowie,75.73,1,75.73
TXN0000860633,2023-01-01 09:44:14,CUST0011854,Szczecin,PROD003073,Zabawki,97.02,1,97.02
TXN0000858308,2023-01-01 10:00:39,CUST0018467,Warszawa,PROD004593,Dom_i_Ogrod,101.18,1,101.18
TXN0000898469,2023-01-01 10:01:23,CUST0004688,Warszawa,PROD000352,Dom_i_Ogrod,94.03,3,282.09
TXN0000829166,2023-01-01 10:01:24,CUST0000741,Bytom,PROD002792,Zwierzeta,56.84,6,341.04
TXN0000842827,2023-01-01 10:09:09,CUST0010749,Wroclaw,PROD004449,Moda_Damska,99.07,1,99.07
TXN0000876223,2023-01-01 10:16:01,CUST0016348,Rzeszow,PROD002612,Uroda,98.67,4,394.68
TXN0000837573,2023-01-01 10:17:52,CUST0000255,Bydgoszcz,PROD002802,Komputery,327.32,6,1963.92
TXN0000865021,2023-01-01 10:22:46,CUST0017023,Wroclaw,PROD004564,Uroda,99.69,5,498.45
TXN0000887580,2023-01-01 10:26:45,CUST0005256,Plock,PROD000618,Gry,65.7,2,131.4
TXN0000858263,2023-01-01 10:33:20,CUST0019592,Warszawa,PROD003533,Ksiazki,25.84,6,155.04
TXN0000886518,2023-01-01 10:53:30,CUST0006100,Grudziadz,PROD000855,Uroda,120.46,3,361.38
TXN0000895772,2023-01-01 11:02:06,CUST0007990,Piotrkow Trybunalski,PROD004166,Moda_Meska,85.81,3,257.43
TXN0000832296,2023-01-01 11:05:11,CUST0009995,Czestochowa,PROD000229,RTV,267.24,1,267.24
TXN0000804737,2023-01-01 11:11:59,CUST0004385,Wroclaw,PROD002417,Zabawki,51.55,2,103.1
TXN0000831004,2023-01-01 11:12:48,CUST0016710,Szczecin,PROD001324,Moda_Damska,61.13,3,183.39
TXN0000841035,2023-01-01 11:21:25,CUST0016875,Gliwice,PROD002026,Ksiazki,13.37,1,13.37
TXN0000828038,2023-01-01 11:24:57,CUST0019971,Gdansk,PROD002169,Uroda,62.57,7,437.99
TXN0000820143,2023-01-01 11:30:41,CUST0006012,Poznan,PROD002699,Uroda,109.85,1,109.85
TXN0000853982,2023-01-01 11:41:50,CUST0001349,Warszawa,PROD001849,Zwierzeta,18.82,2,37.64
TXN0000821456,2023-01-01 11:45:27,CUST0013566,Szczecin,PROD000455,Zabawki,49.36,1,49.36
TXN0000837416,2023-01-01 11:47:57,CUST0014485,Warszawa,PROD002305,Sport,135.35,1,135.35
TXN0000822911,2023-01-01 11:51:13,CUST0008084,Poznan,PROD002388,Smartfony,421.9,2,843.8
TXN0000853079,2023-01-01 11:58:56,CUST0000399,Jaworzno,PROD001360,Moda_Meska,122.12,1,122.12
TXN0000840907,2023-01-01 12:09:26,CUST0017220,Bydgoszcz,PROD000654,Sport,76.91,3,230.73
TXN0000812969,2023-01-01 12:52:33,CUST0000312,Slupsk,PROD000985,Ksiazki,33.96,2,67.92
TXN0000883656,2023-01-01 13:02:05,CUST0015575,Krakow,PROD000611,RTV,297.03,1,297.03
TXN0000800933,2023-01-01 13:02:35,CUST0008240,Myslowice,PROD004148,Sport,76.83,1,76.83
TXN0000821239,2023-01-01 13:05:08,CUST0008807,Ostrow Wielkopolski,PROD004945,Ksiazki,44.86,2,89.72
TXN0000844043,2023-01-01 13:05:23,CUST0008030,Warszawa,PROD003944,Gry,59.93,2,119.86
TXN0000853836,2023-01-01 13:10:51,CUST0009076,Kielce,PROD002927,Komputery,397.46,5,1987.3
TXN0000820206,2023-01-01 13:29:37,CUST0000439,Tarnow,PROD003055,Dom_i_Ogrod,89.17,2,178.34
TXN0000827211,2023-01-01 13:34:18,CUST0010246,Lublin,PROD001897,Motoryzacja,109.01,1,109.01
TXN0000887218,2023-01-01 13:37:00,CUST0001376,Grudziadz,PROD004222,Zabawki,51.15,1,51.15
