transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000324406,2023-01-01 00:35:26,CUST0018132,Katowice,PROD002160,Uroda,37.74,5,188.7
TXN0000341934,2023-01-01 00:40:57,CUST0006537,Lubin,PROD003384,Ksiazki,13.66,4,54.64
TXN0000330285,2023-01-01 01:27:11,CUST0008844,Poznan,PROD003978,Zabawki,40.76,2,81.52
TXN0000349284,2023-01-01 01:58:47,CUST0009727,Katowice,PROD003247,Sport,34.56,2,69.12
TXN0000324533,2023-01-01 03:39:16,CUST0017599,Opole,PROD001369,Obuwie,58.69,1,58.69
TXN0000302472,2023-01-01 03:51:58,CUST0001093,Warszawa,PROD003669,Zabawki,84.33,2,168.66
TXN0000379187,2023-01-01 04:18:33,CUST0000203,Lublin,PROD000998,Smartfony,430.46,4,1721.84
TXN0000306206,2023-01-01 05:03:30,CUST0007395,Myslowice,PROD000306,Smartfony,423.13,3,1269.39
TXN0000384397,2023-01-01 05:18:43,CUST0005546,Bialystok,PROD002591,Uroda,74.86,3,224.58
TXN0000333274,2023-01-01 05:42:19,CUST0001394,Walbrzych,PROD004956,Ksiazki,21.96,3,65.88
TXN0000335286,2023-01-01 05:43:41,CUST0002491,Krakow,PROD004249,Dom_i_Ogrod,179.81,2,359.62
TXN0000388563,2023-01-01 05:44:56,CUST0002601,Wroclaw,PROD000468,Ksiazki,20.7,1,20.7
TXN0000386835,2023-01-01 05:50:26,CUST0016546,Walbrzych,PROD004806,Ksiazki,25.95,1,25.95
TXN0000338416,2023-01-01 05:52:41,CUST0010928,Slupsk,PROD004722,Moda_Damska,83.21,1,83.21
TXN0000354358,2023-01-01 05:56:02,CUST0014552,Poznan,PROD001920,Moda_Meska,74.02,1,74.02
TXN0000390899,2023-01-01 06:13:06,CUST0010114,Warszawa,PROD000736,Komputery,331.91,3,995.73
TXN0000324030,2023-01-01 06:23:35,CUST0002540,Gliwice,PROD000726,Moda_Damska,92.61,2,185.22
TXN0000365586,2023-01-01 06:26:29,CUST0010286,Katowice,PROD000089,Elektronika,230.86,3,692.58
TXN0000380535,2023-01-01 06:40:33,CUST0001404,Gdansk,PROD001922,Dom_i_Ogrod,127.65,2,255.3
TXN0000353729,2023-01-01 07:01:13,CUST0006286,Radom,PROD003953,Komputery,334.29,1,334.29
TXN0000333427,2023-01-01 07:06:58,CUST0005646,Olsztyn,PROD004753,Gry,109.87,1,109.87
TXN0000369273,2023-01-01 07:07:07,CUST0017748,Szczecin,PROD002167,Komputery,376.47,3,1129.41
TXN0000392054,2023-01-01 07:28:33,CUST0001793,Krakow,PROD000845,Zwierzeta,86.77,1,86.77
TXN0000374929,2023-01-01 08:28:51,CUST0013628,Plock,PROD000053,Zdrowie,68.77,3,206.31
TXN0000327667,2023-01-01 08:41:01,CUST0012468,Krakow,PROD001782,AGD,218.15,1,218.15
TXN0000304142,2023-01-01 08:46:00,CUST0019767,Warszawa,PROD002776,Obuwie,69.04,1,69.04
TXN0000378952,2023-01-01 08:46:45,CUST0007453,Lodz,PROD003973,Ksiazki,19.31,3,57.93
TXN0000314410,2023-01-01 08:58:44,CUST0004939,Krakow,PROD001728,Dom_i_Ogrod,194.17,3,582.51
