transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000066873,2023-01-01 00:35:52,CUST0016383,Poznan,PROD003961,Komputery,337.53,1,337.53
TXN0000020322,2023-01-01 00:36:43,CUST0018434,Gdansk,PROD002602,AGD,291.05,4,1164.2
TXN0000020987,2023-01-01 01:12:22,CUST0007934,Lodz,PROD002925,Muzyka,21.77,6,130.62
TXN0000081222,2023-01-01 01:32:14,CUST0008133,Lodz,PROD004070,Artykuly_Spozywcze,23.44,1,23.44
TXN0000095220,2023-01-01 02:36:53,CUST0016087,Katowice,PROD001253,Ksiazki,26.18,3,78.54
TXN0000089152,2023-01-01 02:46:37,CUST0004477,Slupsk,PROD002388,Uroda,52.24,1,52.24
TXN0000069441,2023-01-01 03:39:21,CUST0016901,Poznan,PROD001995,Elektronika,245.67,1,245.67
TXN0000030007,2023-01-01 03:58:24,CUST0007115,Ostrow Wielkopolski,PROD001618,Zabawki,142.44,2,284.88
TXN0000041740,2023-01-01 05:01:40,CUST0001907,Wroclaw,PROD002985,Zdrowie,80.34,1,80.34
TXN0000016127,2023-01-01 05:06:34,CUST0018146,Koszalin,PROD002673,AGD,266.79,3,800.37
TXN0000037276,2023-01-01 05:07:36,CUST0013170,Warszawa,PROD004653,Ksiazki,18.46,3,55.38
TXN0000058044,2023-01-01 05:10:03,CUST0000368,Wloclawek,PROD002265,Sport,214.13,4,856.52
TXN0000088753,2023-01-01 05:43:02,CUST0006538,Warszawa,PROD001298,Uroda,49.23,1,49.23
TXN0000018065,2023-01-01 05:48:00,CUST0014086,Wroclaw,PROD001478,Uroda,31.57,7,220.99
TXN0000009636,2023-01-01 05:48:41,CUST0014011,Warszawa,PROD000181,Filmy,34.77,2,69.54
TXN0000052380,2023-01-01 05:52:13,CUST0010968,Rybnik,PROD001185,Moda_Damska,91.1,2,182.2
TXN0000015383,2023-01-01 05:58:31,CUST0009675,Jelenia Gora,PROD000052,RTV,263.53,1,263.53
TXN0000075900,2023-01-01 06:09:18,CUST0016008,Bialystok,PROD001641,AGD,192.83,1,192.83
TXN0000028914,2023-01-01 06:25:10,CUST0014997,Lublin,PROD003344,Moda_Meska,90.97,7,636.79
TXN0000042725,2023-01-01 06:25:38,CUST0018835,Walbrzych,PROD001625,Uroda,70.0,2,140.0
TXN0000027396,2023-01-01 06:46:09,CUST0008068,Katowice,PROD001985,Zabawki,28.55,4,114.2
TXN0000076633,2023-01-01 07:07:53,CUST0015251,Olsztyn,PROD002912,Filmy,65.05,2,130.1
TXN0000042097,2023-01-01 07:14:04,CUST0019028,Bielsko-Biala,PROD003219,AGD,234.71,2,469.42
TXN0000049815,2023-01-01 07:27:32,CUST0017063,Piotrkow Trybunalski,PROD001864,Motoryzacja,237.03,2,474.06
TXN0000058340,2023-01-01 07:51:53,CUST0000863,Gdansk,PROD004041,Gry,93.94,1,93.94
TXN0000099687,2023-01-01 08:15:03,CUST0014645,Lublin,PROD004338,Obuwie,154.13,5,770.65
TXN0000062890,2023-01-01 08:21:33,CUST0019601,Wroclaw,PROD001261,Moda_Damska,65.22,1,65.22
TXN0000028114,2023-01-01 08:30:13,CUST0000639,Gdansk,PROD000016,Obuwie,146.78,1,146.78
TXN0000084737,2023-01-01 08:43:51,CUST0000198,Wroclaw,PROD001869,Elektronika,427.62,1,427.62
TXN0000004490,2023-01-01 08:52:17,CUST0005763,Wroclaw,PROD000818,Smartfony,441.1,2,882.2
TXN0000031091,2023-01-01 08:57:40,CUST0001674,Katowice,PROD004763,Smartfony,421.8,2,843.6
TXN0000006483,2023-01-01 09:12:59,CUST0008829,Lodz,PROD003806,Moda_Damska,71.09,1,71.09
TXN0000043010,2023-01-01 09:20:42,CUST0015916,Wroclaw,PROD003356,Sport,244.42,2,488.84
TXN0000091077,2023-01-01 09:20:53,CUST0013910,Szczecin,PROD001755,Moda_Damska,87.02,2,174.04
TXN0000010624,2023-01-01 09:29:49,CUST0018926,Bytom,PROD002777,Zdrowie,55.28,1,55.28
TXN0000071341,2023-01-01 09:36:30,CUST0002024,Lodz,PROD004351,Ksiazki,19.1,2,38.2
TXN0000040451,2023-01-01 09:37:12,CUST0006321,Lodz,PROD001634,AGD,226.45,2,452.9
TXN0000067557,2023-01-01 09:46:00,CUST0011400,Poznan,PROD000180,Sport,192.27,1,192.27
TXN0000070060,2023-01-01 09:57:16,CUST0001069,Poznan,PROD000880,Sport,82.18,1,82.18
TXN0000070266,2023-01-01 09:58:52,CUST0016670,Warszawa,PROD004953,Motoryzacja,104.13,3,312.39
TXN0000026887,2023-01-01 09:59:14,CUST0002489,Koszalin,PROD004029,Komputery,347.67,1,347.67
TXN0000065906,2023-01-01 10:01:28,CUST0008659,Zabrze,PROD001999,Moda_Meska,112.78,1,112.78
TXN0000053899,2023-01-01 10:07:53,CUST0002023,Gliwice,PROD000230,Sport,303.59,1,303.59
TXN0000040666,2023-01-01 10:11:57,CUST0019333,Bialystok,PROD001216,Motoryzacja,75.8,1,75.8
TXN0000015799,2023-01-01 10:19:25,CUST0009402,Warszawa,PROD001272,Smartfony,434.76,2,869.52
TXN0000039882,2023-01-01 10:30:02,CUST0017143,Radom,PROD001595,Zwierzeta,41.93,2,83.86
TXN0000047260,2023-01-01 10:47:56,CUST0016954,Krakow,PROD000894,Dom_i_Ogrod,72.65,4,290.6
TXN0000000396,2023-01-01 10:52:01,CUST0006073,Warszawa,PROD002607,Sport,134.66,2,269.32
TXN0000081686,2023-01-01 10:54:35,CUST0008408,Rzeszow,PROD003198,Elektronika,251.98,1,251.98
TXN0000036525,2023-01-01 11:19:44,CUST0014918,Bytom,PROD002817,Filmy,25.33,1,25.33
TXN0000096347,2023-01-01 11:24:01,CUST0001747,Wroclaw,PROD003990,Sport,100.36,1,100.36
TXN0000074068,2023-01-01 11:38:18,CUST0002021,Krakow,PROD000501,Elektronika,225.9,1,225.9
TXN0000022686,2023-01-01 12:00:12,CUST0007269,Gdansk,PROD004675,Gry,71.32,1,71.32
TXN0000043561,2023-01-01 12:09:34,CUST0004588,Poznan,PROD003130,Obuwie,133.36,4,533.44
TXN0000091640,2023-01-01 12:16:34,CUST0004960,Poznan,PROD002155,Uroda,63.53,1,63.53
TXN0000081490,2023-01-01 12:21:35,CUST0010449,Warszawa,PROD001796,Zdrowie,69.48,5,347.4
TXN0000053531,2023-01-01 12:46:57,CUST0013310,Warszawa,PROD004348,Sport,186.32,2,372.64
TXN0000030804,2023-01-01 12:58:54,CUST0003743,Poznan,PROD000972,Artykuly_Spozywcze,38.89,2,77.78
TXN0000038425,2023-01-01 13:02:46,CUST0016850,Krakow,PROD004716,Ksiazki,27.4,1,27.4
TXN0000051420,2023-01-01 13:05:13,CUST0017028,Sosnowiec,PROD003658,Filmy,32.86,2,65.72
TXN0000052281,2023-01-01 13:16:19,CUST0000323,Lodz,PROD001142,Moda_Meska,115.77,1,115.77
TXN0000096844,2023-01-01 13:27:56,CUST0001627,Gdansk,PROD001173,Ksiazki,30.27,1,30.27
TXN0000070311,2023-01-01 13:28:59,CUST0009326,Poznan,PROD000143,Zabawki,25.82,2,51.64
TXN0000080009,2023-01-01 13:38:44,CUST0018106,Wroclaw,PROD004854,Muzyka,48.39,1,48.39
TXN0000089719,2023-01-01 13:49:10,CUST0004582,Wroclaw,PROD003266,Artykuly_Spozywcze,38.79,1,38.79
TXN0000036229,2023-01-01 13:59:46,CUST0016292,Bialystok,PROD001890,Zabawki,25.64,5,128.2
