transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000947335,2023-01-01 00:15:03,CUST0018264,Wroclaw,PROD000992,Komputery,351.54,3,1054.62
TXN0000907405,2023-01-01 00:49:40,CUST0015360,Olsztyn,PROD003319,Smartfony,414.04,6,2484.24
TXN0000905628,2023-01-01 01:10:00,CUST0019624,Warszawa,PROD004695,Sport,96.82,1,96.82
TXN0000957738,2023-01-01 02:24:19,CUST0018541,Warszawa,PROD001996,Uroda,30.63,3,91.89
TXN0000939461,2023-01-01 03:41:12,CUST0008289,Warszawa,PROD000484,Sport,106.71,2,213.42
TXN0000920905,2023-01-01 04:43:26,CUST0011098,Lublin,PROD000370,Gry,80.69,7,564.83
TXN0000991946,2023-01-01 05:01:09,CUST0016133,Jelenia Gora,PROD002139,Moda_Damska,106.47,1,106.47
TXN0000983904,2023-01-01 05:18:05,CUST0005806,Wroclaw,PROD004561,Zwierzeta,21.27,1,21.27
TXN0000954203,2023-01-01 05:35:48,CUST0008568,Poznan,PROD004964,Elektronika,287.99,1,287.99
TXN0000965037,2023-01-01 05:43:51,CUST0011543,Katowice,PROD004828,AGD,225.93,2,451.86
TXN0000960037,2023-01-01 05:55:01,CUST0000701,Lodz,PROD004072,Komputery,341.43,10,3414.3
TXN0000979662,2023-01-01 06:01:05,CUST0010519,Bytom,PROD002828,Komputery,336.78,3,1010.34
TXN0000914157,2023-01-01 06:04:59,CUST0012396,Gdansk,PROD001759,Moda_Damska,112.56,1,112.56
TXN0000923407,2023-01-01 06:25:25,CUST0000499,Wroclaw,PROD003588,Filmy,38.07,1,38.07
TXN0000910723,2023-01-01 07:07:04,CUST0010794,Tychy,PROD003979,AGD,278.48,1,278.48
TXN0000999188,2023-01-01 07:07:08,CUST0012961,Warszawa,PROD002640,Obuwie,187.23,1,187.23
TXN0000971922,2023-01-01 07:13:57,CUST0017165,Gdansk,PROD002077,Zwierzeta,70.31,2,140.62
TXN0000947165,2023-01-01 07:44:51,CUST0014698,Warszawa,PROD004743,Moda_Meska,142.97,4,571.88
TXN0000944114,2023-01-01 08:12:07,CUST0007306,Katowice,PROD004707,Smartfony,459.29,2,918.58
TXN0000976116,2023-01-01 08:40:22,CUST0006870,Wroclaw,PROD002207,RTV,325.32,1,325.32
TXN0000908340,2023-01-01 08:46:24,CUST0015570,Koszalin,PROD000228,Muzyka,52.27,1,52.27
TXN0000905180,2023-01-01 09:02:58,CUST0009300,Bielsko-Biala,PROD004988,Sport,260.2,1,260.2
TXN0000908813,2023-01-01 09:05:24,CUST0011432,Wroclaw,PROD001268,Artykuly_Spozywcze,76.58,1,76.58
TXN0000914276,2023-01-01 09:11:15,CUST0006116,Sosnowiec,PROD001512,Dom_i_Ogrod,112.33,1,112.33
TXN0000929990,2023-01-01 09:18:06,CUST0001099,Warszawa,PROD004823,Sport,143.49,2,286.98
TXN0000908602,2023-01-01 09:18:40,CUST0009673,Poznan,PROD000634,Komputery,339.31,2,678.62
TXN0000924260,2023-01-01 09:26:22,CUST0018629,Krakow,PROD000354,Obuwie,144.1,2,288.2
TXN0000908148,2023-01-01 09:46:35,CUST0010283,Wroclaw,PROD000881,Komputery,375.48,3,1126.44
TXN0000966186,2023-01-01 09:48:44,CUST0000736,Warszawa,PROD000008,Smartfony,408.31,3,1224.93
TXN0000944021,2023-01-01 09:52:31,CUST0006994,Rybnik,PROD001829,Gry,53.39,1,53.39
TXN0000936122,2023-01-01 09:54:16,CUST0018830,Tychy,PROD001116,Zabawki,35.74,2,71.48
TXN0000988036,2023-01-01 09:57:26,CUST0009124,Krakow,PROD002889,Uroda,77.66,3,232.98
TXN0000979355,2023-01-01 10:01:14,CUST0016795,Wroclaw,PROD003362,Moda_Meska,82.96,1,82.96
TXN0000991140,2023-01-01 10:02:02,CUST0004569,Wroclaw,PROD004190,Zwierzeta,36.76,1,36.76
TXN0000905851,2023-01-01 10:12:44,CUST0009020,Opole,PROD004857,Moda_Damska,86.29,2,172.58
TXN0000950054,2023-01-01 10:26:40,CUST0011731,Warszawa,PROD002882,Sport,156.75,3,470.25
TXN0000919349,2023-01-01 10:31:55,CUST0016142,Bydgoszcz,PROD001184,Smartfony,453.78,1,453.78
TXN0000911254,2023-01-01 10:34:20,CUST0008007,Warszawa,PROD001784,RTV,267.24,2,534.48
TXN0000935296,2023-01-01 10:37:05,CUST0004773,Gdansk,PROD000091,Moda_Damska,90.89,1,90.89
TXN0000911237,2023-01-01 10:50:13,CUST0019401,Warszawa,PROD003078,Uroda,46.14,2,92.28
TXN0000944378,2023-01-01 10:57:39,CUST0015499,Bielsko-Biala,PROD003398,Komputery,386.24,1,386.24
TXN0000978221,2023-01-01 11:05:57,CUST0002510,Katowice,PROD003280,Obuwie,98.39,6,590.34
TXN0000995623,2023-01-01 11:21:43,CUST0005128,Warszawa,PROD002837,Elektronika,268.08,2,536.16
TXN0000978767,2023-01-01 11:34:10,CUST0000700,Gdynia,PROD004083,Elektronika,345.97,3,1037.91
TXN0000974331,2023-01-01 11:58:12,CUST0012962,Jelenia Gora,PROD002309,Dom_i_Ogrod,54.33,1,54.33
TXN0000911176,2023-01-01 12:09:25,CUST0003546,Gdansk,PROD003454,Smartfony,440.38,4,1761.52
TXN0000941319,2023-01-01 12:24:14,CUST0007433,Lodz,PROD000335,Artykuly_Spozywcze,36.33,2,72.66
TXN0000993093,2023-01-01 12:28:16,CUST0009016,Lublin,PROD001766,Smartfony,410.75,2,821.5
TXN0000999637,2023-01-01 12:28:47,CUST0010528,Czestochowa,PROD004345,Komputery,356.89,3,1070.67
TXN0000949585,2023-01-01 12:29:24,CUST0006276,Gdynia,PROD002209,Moda_Meska,64.81,3,194.43
TXN0000963758,2023-01-01 12:33:57,CUST0019605,Wloclawek,PROD001469,Obuwie,108.66,1,108.66
TXN0000919330,2023-01-01 12:33:58,CUST0005220,Wroclaw,PROD003673,Moda_Meska,154.52,2,309.04
TXN0000959686,2023-01-01 12:34:49,CUST0008255,Lodz,PROD000130,Uroda,63.91,1,63.91
TXN0000942705,2023-01-01 12:39:14,CUST0005255,Warszawa,PROD004320,Gry,80.72,2,161.44
TXN0000972556,2023-01-01 12:43:28,CUST0000136,Czestochowa,PROD001468,Zabawki,36.98,2,73.96
TXN0000991793,2023-01-01 13:06:26,CUST0004248,Bydgoszcz,PROD004932,Obuwie,95.7,1,95.7
TXN0000958041,2023-01-01 13:13:50,CUST0014912,Poznan,PROD002100,Moda_Meska,54.7,1,54.7
TXN0000944009,2023-01-01 13:22:27,CUST0006205,Jelenia Gora,PROD004475,Obuwie,163.11,2,326.22
TXN0000912086,2023-01-01 13:40:16,CUST0008534,Katowice,PROD004963,Zwierzeta,51.61,2,103.22
TXN0000954141,2023-01-01 13:58:43,CUST0005606,Wroclaw,PROD001095,Moda_Damska,93.9,1,93.9
TXN0000910627,2023-01-01 14:17:04,CUST0011769,Warszawa,PROD000038,Ksiazki,31.0,10,310.0
TXN0000990530,2023-01-01 14:17:17,CUST0008914,Grudziadz,PROD000902,Zwierzeta,30.96,2,61.92
TXN0000946292,2023-01-01 14:20:56,CUST0002995,Wroclaw,PROD002112,Motoryzacja,190.06,2,380.12
TXN0000954592,2023-01-01 14:40:54,CUST0000167,Warszawa,PROD002865,Zdrowie,21.17,1,21.17
TXN0000988536,2023-01-01 15:12:51,CUST0016130,Lodz,PROD000027,Sport,187.31,2,374.62
TXN0000905254,2023-01-01 15:17:14,CUST0014808,Elblag,PROD002599,Zdrowie,41.21,1,41.21
TXN0000946576,2023-01-01 15:17:31,CUST0013602,Krakow,PROD002500,Zdrowie,28.32,1,28.32
