transaction_id,timestamp,customer_id,city,product_id,category,price,quantity,total_amount
TXN0000751419,2023-01-01 01:43:29,CUST0006581,Wroclaw,PROD003775,Artykuly_Spozywcze,27.69,2,55.38
TXN0000772167,2023-01-01 02:22:58,CUST0014109,Bialystok,PROD004531,Moda_Meska,98.22,3,294.66
TXN0000756386,2023-01-01 03:03:07,CUST0002725,Wroclaw,PROD000592,Zwierzeta,42.7,1,42.7
TXN0000728659,2023-01-01 03:06:58,CUST0005362,Warszawa,PROD001263,Motoryzacja,108.53,2,217.06
TXN0000787716,2023-01-01 03:07:25,CUST0006509,Wroclaw,PROD001369,Gry,83.42,2,166.84
TXN0000797121,2023-01-01 03:35:05,CUST0014136,Walbrzych,PROD000329,Elektronika,340.43,1,340.43
TXN0000739731,2023-01-01 03:37:03,CUST0000701,Gdansk,PROD001884,Sport,183.34,1,183.34
TXN0000770784,2023-01-01 03:56:58,CUST0015801,Krakow,PROD001378,Dom_i_Ogrod,107.19,6,643.14
TXN0000726503,2023-01-01 04:04:39,CUST0009490,Wroclaw,PROD000863,Zdrowie,18.4,2,36.8
TXN0000760414,2023-01-01 05:39:33,CUST0001957,Warszawa,PROD002779,Zwierzeta,37.21,1,37.21
TXN0000721679,2023-01-01 06:05:17,CUST0019858,Warszawa,PROD000510,Moda_Damska,69.59,1,69.59
TXN0000728636,2023-01-01 06:12:52,CUST0006517,Gdynia,PROD000375,Ksiazki,28.08,3,84.24
TXN0000728850,2023-01-01 06:23:46,CUST0003397,Czestochowa,PROD000986,Ksiazki,39.51,5,197.55
TXN0000717291,2023-01-01 06:42:39,CUST0010401,Szczecin,PROD004047,Zdrowie,36.59,1,36.59
TXN0000785899,2023-01-01 06:59:27,CUST0009861,Torun,PROD002004,Moda_Meska,122.46,3,367.38
TXN0000724663,2023-01-01 07:23:16,CUST0003922,Grudziadz,PROD002179,Elektronika,215.58,5,1077.9
TXN0000750467,2023-01-01 07:58:02,CUST0001534,Wroclaw,PROD000489,Uroda,34.11,6,204.66
TXN0000794637,2023-01-01 08:03:29,CUST0015280,Wroclaw,PROD002081,Ksiazki,46.61,6,279.66
TXN0000757599,2023-01-01 08:31:46,CUST0001682,Bydgoszcz,PROD002218,Ksiazki,29.27,2,58.54
TXN0000786294,2023-01-01 08:32:29,CUST0010098,Torun,PROD000447,AGD,272.52,4,1090.08
TXN0000786237,2023-01-01 08:45:52,CUST0009076,Jaworzno,PROD004217,Ksiazki,18.77,1,18.77
TXN0000718761,2023-01-01 08:46:16,CUST0016583,Rzeszow,PROD001926,Zwierzeta,62.16,3,186.48
TXN0000775881,2023-01-01 08:53:55,CUST0001338,Zabrze,PROD001903,Zabawki,92.94,2,185.88
TXN0000788098,2023-01-01 09:22:39,CUST0011916,Slupsk,PROD000599,Smartfony,416.09,6,2496.54
TXN0000700543,2023-01-01 09:39:00,CUST0004537,Warszawa,PROD004572,Dom_i_Ogrod,77.11,1,77.11
TXN0000719816,2023-01-01 09:46:09,CUST0008081,Warszawa,PROD000562,Gry,129.15,1,129.15
TXN0000719792,2023-01-01 09:56:13,CUST0006134,Ostrow Wielkopolski,PROD003641,Dom_i_Ogrod,118.9,1,118.9
TXN0000773532,2023-01-01 09:57:19,CUST0004898,Katowice,PROD002356,Zabawki,34.64,1,34.64
TXN0000782783,2023-01-01 10:25:52,CUST0009972,Bytom,PROD002380,Filmy,58.51,2,117.02
TXN0000776342,2023-01-01 10:28:08,CUST0014174,Warszawa,PROD002991,Uroda,42.48,1,42.48
TXN0000762503,2023-01-01 10:40:36,CUST0008111,Poznan,PROD001115,Zdrowie,28.35,2,56.7
TXN0000768156,2023-01-01 10:45:45,CUST0004225,Lodz,PROD004808,Uroda,49.52,3,148.56
TXN0000742564,2023-01-01 10:56:05,CUST0016562,Warszawa,PROD002832,Moda_Meska,103.9,3,311.7
